year,species,lc.doy,lf.doy,sd.lc.doy,sd.lf.doy
2019,PRSE,279,291,8.84653924936812,15.1816306585733
2020,PRSE,281,290,14.2218457551722,18.1367260158336
2021,PRSE,289,290,2.30975584631521,7.60670841507782
2022,PRSE,280,290,8.1123053985911,9.9979674549897
2023,PRSE,285,294,4.96651185648525,7.23299719637728
1991,QUAL,278,290,1.26542746433633,1.56368395601349
1992,QUAL,285,297,2.41065429667885,3.01431809137797
1993,QUAL,275,289,3.02450528731456,2.18523749158061
1994,QUAL,267,283,2.52416312353923,1.26204757568841
1995,QUAL,277,289,1.61014893796543,3.85676914206831
1996,QUAL,283,294,4.00288871164373,2.58381057955671
1997,QUAL,280,290,1.4732857076204,3.27693361325732
1998,QUAL,275,289,10.3331616633696,10.5117100320614
1999,QUAL,283,292,14.5360235427927,12.2026725646292
2000,QUAL,280,295,3.80523848041578,4.8218790431422
2001,QUAL,282,294,11.6179206768051,11.2050751633648
2002,QUAL,286,304,3.81417008127198,3.18455213654441
2003,QUAL,282,298,10.225943614235,7.20912761045398
2004,QUAL,284,299,5.54211885966054,7.88338313813682
2005,QUAL,285,298,7.84883087966317,2.1003973611112
2006,QUAL,275,290,5.24160562421878,4.71167492252588
2007,QUAL,281,292,5.90363812915126,6.55404903372883
2008,QUAL,281,295,4.00166814066174,3.63482895430582
2009,QUAL,281,297,1.49198417529713,3.65150463532537
2010,QUAL,281,294,8.00063565005707,11.8376587938548
2011,QUAL,282,297,2.41176376945367,4.93091279595118
2012,QUAL,282,292,15.2656061049846,17.9058744569257
2013,QUAL,278,288,11.1176060709001,11.5498282500542
2014,QUAL,279,289,3.49055362155485,1.9843073418617
2015,QUAL,284,299,6.85099791216401,8.02777389024817
2016,QUAL,289,303,3.46143584068297,6.54926868608653
2017,QUAL,279,294,8.74635165721784,7.51244670878014
2018,QUAL,284,294,2.89289961333736,2.64356144592319
2019,QUAL,283,292,3.34272513481088,4.06599389016235
2020,QUAL,287,298,6.98235726116441,1.88194556781741
2021,QUAL,287,300,3.88615845904064,2.96734679016872
2022,QUAL,282,297,4.36979276508458,6.27976577194328
2023,QUAL,285,298,0.321107385421058,2.38810669956735
1991,QURU,280,297,0.774780033610998,3.92758983594134
1992,QURU,NA,302,3.63574239731687,6.56469805914779
1993,QURU,288,302,14.1425718620163,9.6351843713218
1994,QURU,284,296,7.81852487053398,11.210694268466
1995,QURU,284,296,6.05943454155806,4.01602555821169
1996,QURU,288,296,12.6582073400521,14.5712232873839
1997,QURU,289,305,3.53488690877777,3.62636712705883
1998,QURU,285,296,9.7565996946376,6.37464479529619
1999,QURU,289,301,6.59899604554862,7.60294106162758
2000,QURU,288,299,3.74926821919828,2.62748222025109
2001,QURU,289,303,5.57543828204355,4.38724321417018
2002,QURU,295,313,0.786604422554977,2.78937507982325
2003,QURU,290,304,3.14975690394843,2.28079572629703
2004,QURU,290,304,1.05585728103666,0.753910202560669
2005,QURU,295,308,2.08159635485817,2.91046903444932
2006,QURU,286,300,0.929291383314805,1.22777233423436
2007,QURU,293,307,12.7915465974937,8.0693695215849
2008,QURU,290,308,9.63437993112406,10.2173623253388
2009,QURU,292,305,4.17952397202155,4.21944652394655
2010,QURU,290,306,12.5603136463881,12.1258472579764
2011,QURU,293,311,1.93296475486078,0.345756696547268
2012,QURU,288,298,6.03583262618431,6.51092138225301
2013,QURU,287,299,4.43833930023831,4.88509333882401
2014,QURU,291,302,3.81929489994332,3.31867967437879
2015,QURU,298,309,1.02775999693739,2.0044841261633
2016,QURU,296,315,6.33277019793718,5.76590689625381
2017,QURU,301,313,3.22538591684516,2.54724246635546
2018,QURU,293,313,7.84633482860553,1.04839943161525
2019,QURU,288,302,2.59035182191804,2.21695599101354
2020,QURU,293,306,4.06668901964346,3.50594619322013
2021,QURU,298,316,13.8234657009607,7.08079055685843
2022,QURU,290,301,9.90673161326853,9.93536400265164
2023,QURU,299,311,3.25641416691615,1.29351397467023
1991,QUVE,275,288,6.82930052118006,9.69810887616274
1992,QUVE,284,293,5.25836644861709,5.66483545055907
1993,QUVE,276,287,5.07258376248159,7.74202205315334
1994,QUVE,274,285,3.73034607161815,5.17346868528715
1995,QUVE,279,287,3.51533493423999,5.9737681708022
1996,QUVE,283,290,5.02691965365606,5.00556262436889
1997,QUVE,281,291,14.2727240184328,11.0140275914039
1998,QUVE,279,288,7.23556581965445,7.11406053036569
1999,QUVE,284,293,2.31912329624671,1.31352706934058
2000,QUVE,283,290,5.04631699623751,4.50799019314383
2001,QUVE,283,291,2.00339232225601,5.11644760414616
2002,QUVE,289,303,13.1514360510609,9.43904003377498
2003,QUVE,285,293,13.0126290869546,12.645568553868
2004,QUVE,285,296,18.8630126059356,20.3580831585803
2005,QUVE,289,300,19.3774471908697,15.072183062459
2006,QUVE,277,288,3.51471938076824,5.89641130770748
2007,QUVE,285,295,10.8261293767106,9.10063260012914
2008,QUVE,282,293,4.28209710783917,3.82816486697774
2009,QUVE,285,296,3.05067141359539,3.76070560403668
2010,QUVE,283,295,3.4425414831423,6.35100218546748
2011,QUVE,288,300,6.36841986059609,6.64155538547082
2012,QUVE,284,293,5.59794639004229,5.96924585228345
2013,QUVE,281,290,1.95300984260511,4.40607725782046
2014,QUVE,282,292,8.08944021984184,10.214996523158
2015,QUVE,289,302,1.41169919731381,4.0058075208882
2016,QUVE,288,299,8.05419773714243,7.64212679247247
2017,QUVE,290,300,2.30941660443725,7.30314456447394
2018,QUVE,293,304,5.31859780699001,12.6894032661243
2019,QUVE,281,295,9.79270162944771,12.4196170339004
2020,QUVE,288,299,6.97899848467632,2.52685953932908
2021,QUVE,288,302,8.30143115958549,5.44000772347188
2022,QUVE,283,294,1.7133511069821,2.25785715716885
2023,QUVE,286,297,6.56170450231881,7.2406459310043
1991,RHSP,261,279,8.72155844444618,2.47191271282588
1992,RHSP,278,285,7.80180312207524,4.93972155274854
1993,RHSP,265,277,4.18543360199172,5.27428471346876
1994,RHSP,265,270,1.84080711791922,1.05569658308304
1995,RHSP,264,271,10.2902321917934,3.92598022750945
1996,RHSP,275,282,2.23065607691934,0.293623396974904
1997,RHSP,280,290,11.3530069359098,8.01305854283183
1998,RHSP,271,274,4.60366256692635,8.17196621794793
1999,RHSP,278,277,9.31455024127269,5.21713191543084
2000,RHSP,269,273,4.7275390871784,10.2423515078511
2001,RHSP,271,276,2.04286952491578,1.89379212637982
1991,SAPU,284,298,12.2517607794602,5.32086422234764
1992,SAPU,NA,295,3.66370941296264,6.60771525372302
1993,SAPU,303,304,1.91198980289088,4.25130835711734
1994,SAPU,298,306,7.06991426452688,1.45417995532667
1995,SAPU,287,305,6.75945160491966,8.39801174762118
1996,SAPU,295,301,3.27485684461761,3.19070537058603
1997,SAPU,284,299,3.74999672913676,2.35419439421937
1998,SAPU,281,300,1.41245811687618,3.04564939721739
1999,SAPU,285,289,2.77499540269934,0.895883600188953
2000,SAPU,282,293,11.8932170320976,9.71185880102031
2001,SAPU,287,292,8.11270150505644,10.8771140368608
1991,TSCA,288,291,6.55191717936418,6.99954866514433
1992,TSCA,NA,288,3.26028171160653,3.62055780368079
1993,TSCA,285,286,1.58822442673317,4.80689827112025
1994,TSCA,264,267,7.44039854526988,4.25538141511706
1995,TSCA,270,279,3.6926840845436,7.05701215054332
1996,TSCA,280,288,6.65491384041389,3.07128664037043
1997,TSCA,271,284,7.67452703098236,7.60960577073163
1998,TSCA,271,276,6.85844673672112,10.493176425682
1999,TSCA,293,298,3.99481852835979,3.33257142046049
2000,TSCA,275,278,1.6767422474997,3.18615853279199
2001,TSCA,255,266,7.76294911263039,10.3889844823685
1997,VAC0,NA,NA,13.5484888864413,9.9755440477877
1998,VAC0,NA,NA,15.2358502702633,13.7659781009578
1991,VACO,281,293,5.82921782942881,7.03674748646092
1992,VACO,285,290,9.98819805096539,13.260612823767
1993,VACO,281,295,8.69648402791345,11.4784346420407
1994,VACO,281,292,3.02793281585779,7.86999153076377
1995,VACO,284,293,9.04988496697923,11.0804243676282
1996,VACO,287,295,2.87547460934026,3.6217543674317
1997,VACO,287,302,2.12062490386381,6.45269682787148
1998,VACO,288,298,5.04310938010665,0.60487492538618
1999,VACO,287,297,3.69327253983911,3.0629190479829
2000,VACO,284,290,2.59330830372032,1.30403598910819
2001,VACO,290,299,2.50948987300942,1.99296443515845
1991,VIAL,274,286,4.79802827586616,1.81855521559873
1992,VIAL,284,289,11.920145809406,7.70968204538423
1993,VIAL,277,284,17.9852448396869,13.4067055388074
1994,VIAL,272,287,1.41195114888721,1.01786677075231
1995,VIAL,267,276,6.13282974212551,3.00038470955958
1996,VIAL,281,291,9.53316505919844,6.12346235424043
1997,VIAL,279,289,3.57940283681761,1.95395339779372
1998,VIAL,275,289,8.19185541044057,5.51512353103855
1999,VIAL,281,294,2.73914663922401,3.50364711434255
2000,VIAL,283,292,0.919850409480596,6.02876486108775
2001,VIAL,282,292,5.04351170332986,5.52507720784003
1991,VICA,283,299,9.02331807869301,2.82857208236111
1992,VICA,NA,297,4.82140794858357,3.17924882691702
1993,VICA,278,292,1.78426378103159,2.64668120220346
1994,VICA,286,298,8.08020695331006,2.42296427766598
1995,VICA,278,282,23.1720340888754,11.85650348876
1996,VICA,290,300,11.2444470434603,9.80947272218776
1997,VICA,290,305,8.7555487078951,7.20778930402216
1998,VICA,290,301,7.6038540029231,7.65753361313569
1999,VICA,291,302,10.7719178371145,12.8472831367208
2000,VICA,284,300,2.25482320387128,3.09342554832017
2001,VICA,292,302,9.61694441725005,8.11165575704418
